{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130018626945175, 'apogeeAltitude': 800.0505732166873, 'apogeeX': 1.012302690751081, 'apogeeY': 1.0094296189053116, 'impactTime': 46.5128232988329, 'impactX': 290.53070902694856, 'impactY': -102.99022537065368, 'impactVelocity': -17.738031891251136, 'initialStaticMargin': 2.9243203789361902, 'outOfRailStaticMargin': 2.9243203789361902, 'finalStaticMargin': 2.924320378943833, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 19.751491449727876, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.4022994993041142, 'drogueInflatedVelocity': 18.17650463545513}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129200686716953, 'apogeeAltitude': 800.050566285046, 'apogeeX': 1.01222800094787, 'apogeeY': 1.0093841087661581, 'impactTime': 45.16173121860651, 'impactX': 282.9542197578593, 'impactY': -96.4718419390423, 'impactVelocity': -18.11556917659597, 'initialStaticMargin': 2.791319632901652, 'outOfRailStaticMargin': 2.791319632901652, 'finalStaticMargin': 2.7913196329095453, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 20.379357181322124, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.7602854957689515, 'drogueInflatedVelocity': 20.379357181322124}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10122316793433002, 'apogeeAltitude': 800.0505360728582, 'apogeeX': 1.011533906510231, 'apogeeY': 1.0086665906330459, 'impactTime': 42.744416435422636, 'impactX': 268.41398597421215, 'impactY': -81.40083888891265, 'impactVelocity': -18.481744783171234, 'initialStaticMargin': 2.999590783524136, 'outOfRailStaticMargin': 2.999590783524136, 'finalStaticMargin': 2.999590783531088, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 28.938638799959747, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.9764162097540328, 'drogueInflatedVelocity': 28.938638799959747}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10131356626749015, 'apogeeAltitude': 800.0505838017052, 'apogeeX': 1.0124476456840519, 'apogeeY': 1.0096204371871798, 'impactTime': 45.57156201701469, 'impactX': 283.9458372327966, 'impactY': -99.24603620647231, 'impactVelocity': -17.78010164496783, 'initialStaticMargin': 3.237692540579618, 'outOfRailStaticMargin': 3.237692540579618, 'finalStaticMargin': 3.2376925405869246, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 22.09857546080989, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.023478906868, 'drogueInflatedVelocity': 22.09857546080989}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10125620190726342, 'apogeeAltitude': 800.0505502180936, 'apogeeX': 1.0118703735290542, 'apogeeY': 1.009028221294727, 'impactTime': 38.46934515914215, 'impactX': 245.31730045180802, 'impactY': -54.16014676376608, 'impactVelocity': -19.69663320911516, 'initialStaticMargin': 2.84531238578862, 'outOfRailStaticMargin': 2.84531238578862, 'finalStaticMargin': 2.845312385795446, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 38.87208935753012, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 4.156022387430056, 'drogueInflatedVelocity': 38.87208935753012}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10128485405456088, 'apogeeAltitude': 800.0505625496371, 'apogeeX': 1.012137463991041, 'apogeeY': 1.0092154503164577, 'impactTime': 38.71241009309132, 'impactX': 250.45554314405206, 'impactY': -58.22680646623668, 'impactVelocity': -20.70652622756417, 'initialStaticMargin': 2.656220706075822, 'outOfRailStaticMargin': 2.656220706075822, 'finalStaticMargin': 2.6562207060823315, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 28.565628318768454, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.947658007204279, 'drogueInflatedVelocity': 28.565628318768454}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10134060831368065, 'apogeeAltitude': 800.0505994216403, 'apogeeX': 1.0127244775658488, 'apogeeY': 1.0099236263877347, 'impactTime': 50.817405070594376, 'impactX': 309.9047672352029, 'impactY': -127.9006939801286, 'impactVelocity': -16.001825227391848, 'initialStaticMargin': 3.3927888987011605, 'outOfRailStaticMargin': 3.3927888987011605, 'finalStaticMargin': 3.392788898708146, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 18.96866169370579, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.532971897447115, 'drogueInflatedVelocity': 18.96866169370579}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10125467127045763, 'apogeeAltitude': 800.0505517351778, 'apogeeX': 1.0118473916004067, 'apogeeY': 1.0089737100538445, 'impactTime': 42.37322716567871, 'impactX': 264.20108432993084, 'impactY': -75.8930460199721, 'impactVelocity': -18.0061065530094, 'initialStaticMargin': 2.960385858147008, 'outOfRailStaticMargin': 2.960385858147008, 'finalStaticMargin': 2.960385858154852, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 36.03838071308616, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.806466698474162, 'drogueInflatedVelocity': 36.03838071308616}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130600462941299, 'apogeeAltitude': 800.050582002604, 'apogeeX': 1.01235321511995, 'apogeeY': 1.0094486887085525, 'impactTime': 42.31752689281556, 'impactX': 269.0975319735261, 'impactY': -80.0480995952904, 'impactVelocity': -19.299873350398936, 'initialStaticMargin': 3.125448787434716, 'outOfRailStaticMargin': 3.125448787434716, 'finalStaticMargin': 3.125448787441731, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 22.43516143310766, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.0797185815996686, 'drogueInflatedVelocity': 22.43516143310766}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10121775482363374, 'apogeeAltitude': 800.0505268384688, 'apogeeX': 1.0114658992852121, 'apogeeY': 1.0085415322422722, 'impactTime': 46.313088011039234, 'impactX': 288.45978345870196, 'impactY': -103.25406862473285, 'impactVelocity': -17.661071842424978, 'initialStaticMargin': 2.6398661779053922, 'outOfRailStaticMargin': 2.6398661779053922, 'finalStaticMargin': 2.6398661779122095, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 19.776287308366253, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.6682932208309351, 'drogueInflatedVelocity': 19.776287308366253}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10131835871262543, 'apogeeAltitude': 800.050587072438, 'apogeeX': 1.012491350724859, 'apogeeY': 1.0096467975428938, 'impactTime': 44.64256199760502, 'impactX': 279.036565711243, 'impactY': -94.02677781610431, 'impactVelocity': -18.07015069714274, 'initialStaticMargin': 3.155246233818495, 'outOfRailStaticMargin': 3.155246233818495, 'finalStaticMargin': 3.1552462338257583, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 23.51150717687954, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.2341217384273864, 'drogueInflatedVelocity': 23.51150717687954}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.1012538442767993, 'apogeeAltitude': 800.0505479609001, 'apogeeX': 1.0118329734774927, 'apogeeY': 1.0089340087243082, 'impactTime': 49.49667482615714, 'impactX': 300.0018922533672, 'impactY': -120.01260175102772, 'impactVelocity': -15.867633512288867, 'initialStaticMargin': 2.7404625271054965, 'outOfRailStaticMargin': 2.7404625271054965, 'finalStaticMargin': 2.740462527112625, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 27.02419882648683, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.738581585152657, 'drogueInflatedVelocity': 27.02419882648683}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129664090344814, 'apogeeAltitude': 800.0505746999895, 'apogeeX': 1.0122792189568819, 'apogeeY': 1.009455400769727, 'impactTime': 47.24927186805566, 'impactX': 296.85782434952483, 'impactY': -104.07464110039213, 'impactVelocity': -17.855316926462024, 'initialStaticMargin': 3.148865640141529, 'outOfRailStaticMargin': 3.148865640141529, 'finalStaticMargin': 3.148865640148679, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 19.862098074412962, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 0.7136347878024356, 'drogueInflatedVelocity': 14.948593647592949}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10132585542240138, 'apogeeAltitude': 800.0505955400833, 'apogeeX': 1.0125595917884684, 'apogeeY': 1.0096874233444104, 'impactTime': 42.06475471274383, 'impactX': 268.4572883359506, 'impactY': -77.74890628803033, 'impactVelocity': -19.509166361431046, 'initialStaticMargin': 3.4136921306494763, 'outOfRailStaticMargin': 3.4136921306494763, 'finalStaticMargin': 3.413692130656221, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 21.73995657162437, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.972772436455538, 'drogueInflatedVelocity': 21.73995657162437}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10131701496500295, 'apogeeAltitude': 800.0505846744527, 'apogeeX': 1.0124812853900864, 'apogeeY': 1.009650587651964, 'impactTime': 39.41709535190414, 'impactX': 252.21691546792601, 'impactY': -58.851639160225844, 'impactVelocity': -19.779397119533204, 'initialStaticMargin': 3.145897182976535, 'outOfRailStaticMargin': 3.145897182976535, 'finalStaticMargin': 3.145897182983599, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 33.597485609289166, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.5128232702092634, 'drogueInflatedVelocity': 33.597485609289166}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129713964646617, 'apogeeAltitude': 800.0505785774658, 'apogeeX': 1.012287201237316, 'apogeeY': 1.0094757085191046, 'impactTime': 46.92235928976182, 'impactX': 288.6674075535433, 'impactY': -105.64161788039813, 'impactVelocity': -16.910872607039156, 'initialStaticMargin': 3.380393069055138, 'outOfRailStaticMargin': 3.380393069055138, 'finalStaticMargin': 3.380393069062147, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 25.97621161072035, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.5752456128232715, 'drogueInflatedVelocity': 25.97621161072035}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10126826853533451, 'apogeeAltitude': 800.0505575953428, 'apogeeX': 1.0119940447156262, 'apogeeY': 1.0091642593098973, 'impactTime': 46.49475205221744, 'impactX': 288.09980581516714, 'impactY': -104.78443846583811, 'impactVelocity': -17.3839831303564, 'initialStaticMargin': 3.0680031038447937, 'outOfRailStaticMargin': 3.0680031038447937, 'finalStaticMargin': 3.068003103852043, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 22.09798255719957, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.0227738016425447, 'drogueInflatedVelocity': 22.09798255719957}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130750209645234, 'apogeeAltitude': 800.0505846782014, 'apogeeX': 1.0124012172321177, 'apogeeY': 1.0096324332544717, 'impactTime': 46.40740596196254, 'impactX': 293.9275112814397, 'impactY': -97.7078314449464, 'impactVelocity': -18.353824060174606, 'initialStaticMargin': 3.5052365942302335, 'outOfRailStaticMargin': 3.5052365942302335, 'finalStaticMargin': 3.5052365942370862, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 20.302317814330635, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 0.5428859706963387, 'drogueInflatedVelocity': 14.479320902657706}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130325080694733, 'apogeeAltitude': 800.0505756847629, 'apogeeX': 1.0123309665193165, 'apogeeY': 1.0094481522219534, 'impactTime': 40.45932117641196, 'impactX': 260.14628922122, 'impactY': -69.20854832502134, 'impactVelocity': -20.17990725964348, 'initialStaticMargin': 2.8649463218763955, 'outOfRailStaticMargin': 2.8649463218763955, 'finalStaticMargin': 2.8649463218837874, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 23.746510099338394, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.2726503254689816, 'drogueInflatedVelocity': 23.746510099338394}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10133805944989344, 'apogeeAltitude': 800.0506002775076, 'apogeeX': 1.0126883584452597, 'apogeeY': 1.0098438196067518, 'impactTime': 44.65723668232955, 'impactX': 285.4460956380715, 'impactY': -87.09408062306898, 'impactVelocity': -19.0744726276225, 'initialStaticMargin': 3.3107619672325566, 'outOfRailStaticMargin': 3.3107619672325566, 'finalStaticMargin': 3.3107619672399333, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 20.93294713774266, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 0.7184973214590193, 'drogueInflatedVelocity': 14.960823346141229}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10131959610651792, 'apogeeAltitude': 800.0505871419662, 'apogeeX': 1.0125187328719352, 'apogeeY': 1.0097358625365285, 'impactTime': 40.74039408560883, 'impactX': 252.77311763949987, 'impactY': -67.54696583692385, 'impactVelocity': -17.959073248082635, 'initialStaticMargin': 3.3207403479967863, 'outOfRailStaticMargin': 3.3207403479967863, 'finalStaticMargin': 3.3207403480042976, 'numberOfEvents': 1, 'executionTime': 0.21875, 'maxVelocity': 42.89450705260025, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 4.717396662517259, 'drogueInflatedVelocity': 42.89450705260025}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10131835978687216, 'apogeeAltitude': 800.0505830806619, 'apogeeX': 1.0124809042718397, 'apogeeY': 1.0095933573939961, 'impactTime': 40.703325046509626, 'impactX': 260.24859824536475, 'impactY': -70.78727377518595, 'impactVelocity': -19.811814329627943, 'initialStaticMargin': 2.877783076694507, 'outOfRailStaticMargin': 2.877783076694507, 'finalStaticMargin': 2.8777830767013373, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 25.992952878159887, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.5937455123965574, 'drogueInflatedVelocity': 25.992952878159887}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10133471063177403, 'apogeeAltitude': 800.050596610243, 'apogeeX': 1.0126509259083976, 'apogeeY': 1.0097901716050992, 'impactTime': 47.782369998994035, 'impactX': 296.43250208913634, 'impactY': -110.34080398578992, 'impactVelocity': -17.22216699781085, 'initialStaticMargin': 3.2135254934210185, 'outOfRailStaticMargin': 3.2135254934210185, 'finalStaticMargin': 3.2135254934281807, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 19.300975840255255, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.3783073697699728, 'drogueInflatedVelocity': 18.037485798831685}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10126362855509241, 'apogeeAltitude': 800.0505610916239, 'apogeeX': 1.011934776741629, 'apogeeY': 1.00905211928549, 'impactTime': 45.1352500550806, 'impactX': 281.0193500182076, 'impactY': -96.88725236297716, 'impactVelocity': -17.80034331176154, 'initialStaticMargin': 3.1126882464755745, 'outOfRailStaticMargin': 3.1126882464755745, 'finalStaticMargin': 3.1126882464825343, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 24.086572727907566, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.3194344594175194, 'drogueInflatedVelocity': 24.086572727907566}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10137164330483853, 'apogeeAltitude': 800.0506134416387, 'apogeeX': 1.0130264460966891, 'apogeeY': 1.0101911404726012, 'impactTime': 43.08013703488269, 'impactX': 271.4668286605032, 'impactY': -84.58412308628577, 'impactVelocity': -18.68973361719908, 'initialStaticMargin': 3.2084447526709425, 'outOfRailStaticMargin': 3.2084447526709425, 'finalStaticMargin': 3.208444752677958, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 24.83763357207741, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.4242554087934893, 'drogueInflatedVelocity': 24.83763357207741}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.101211181369124, 'apogeeAltitude': 800.0505208536081, 'apogeeX': 1.0114086045222144, 'apogeeY': 1.0085189129675902, 'impactTime': 51.951068113175694, 'impactX': 313.1671699793501, 'impactY': -135.02705512475382, 'impactVelocity': -15.346452133366695, 'initialStaticMargin': 2.5929129643878537, 'outOfRailStaticMargin': 2.5929129643878537, 'finalStaticMargin': 2.5929129643947584, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 22.664657866568437, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.1109936212803553, 'drogueInflatedVelocity': 22.664657866568437}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10128273939381796, 'apogeeAltitude': 800.0505652857603, 'apogeeX': 1.0121286812095198, 'apogeeY': 1.0092574963713485, 'impactTime': 42.22666377308854, 'impactX': 269.6272099576503, 'impactY': -78.64769306995395, 'impactVelocity': -19.5189917228969, 'initialStaticMargin': 2.9253089760656263, 'outOfRailStaticMargin': 2.9253089760656263, 'finalStaticMargin': 2.925308976072464, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 21.32828858332474, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.8243475735013481, 'drogueInflatedVelocity': 20.77736705540095}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130776004960686, 'apogeeAltitude': 800.0505794742389, 'apogeeX': 1.0123879436835552, 'apogeeY': 1.0095539925988288, 'impactTime': 45.218872353758925, 'impactX': 280.5197324008836, 'impactY': -96.49605640193573, 'impactVelocity': -17.56762308301816, 'initialStaticMargin': 3.1877105100628635, 'outOfRailStaticMargin': 3.1877105100628635, 'finalStaticMargin': 3.1877105100698007, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 26.479578522226717, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.6510308687859854, 'drogueInflatedVelocity': 26.479578522226717}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10128446447455877, 'apogeeAltitude': 800.0505664772045, 'apogeeX': 1.0121519112898, 'apogeeY': 1.00930530391804, 'impactTime': 44.643831293229255, 'impactX': 283.72346849413753, 'impactY': -89.31410768877518, 'impactVelocity': -18.824399747577736, 'initialStaticMargin': 3.0200680886098374, 'outOfRailStaticMargin': 3.0200680886098374, 'finalStaticMargin': 3.0200680886169167, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 20.70650605574531, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.0631674029516958, 'drogueInflatedVelocity': 16.37193203927422}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130534333703159, 'apogeeAltitude': 800.0505874522128, 'apogeeX': 1.0123752117386262, 'apogeeY': 1.0095882937448737, 'impactTime': 46.84961510794033, 'impactX': 288.2820402409577, 'impactY': -104.10668827042925, 'impactVelocity': -16.89322931987911, 'initialStaticMargin': 3.74544254972692, 'outOfRailStaticMargin': 3.74544254972692, 'finalStaticMargin': 3.7454425497339225, 'numberOfEvents': 1, 'executionTime': 0.1875, 'maxVelocity': 26.69649980194592, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.6597237317598883, 'drogueInflatedVelocity': 26.69649980194592}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10128242760786083, 'apogeeAltitude': 800.0505658724844, 'apogeeX': 1.0121255799577464, 'apogeeY': 1.0092544702244124, 'impactTime': 44.54395377158553, 'impactX': 280.72427753222956, 'impactY': -92.09592658925828, 'impactVelocity': -18.48671724240126, 'initialStaticMargin': 3.001890596942546, 'outOfRailStaticMargin': 3.001890596942546, 'finalStaticMargin': 3.0018905969496474, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 20.411137597326263, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.628614264134725, 'drogueInflatedVelocity': 19.538086524793904}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10131796954832233, 'apogeeAltitude': 800.050588851894, 'apogeeX': 1.0124986593025591, 'apogeeY': 1.0097001497002613, 'impactTime': 42.26342638576984, 'impactX': 272.7391646106863, 'impactY': -74.26426937352944, 'impactVelocity': -19.97150030628757, 'initialStaticMargin': 3.4155304493346157, 'outOfRailStaticMargin': 3.4155304493346157, 'finalStaticMargin': 3.4155304493412677, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 21.721750300686605, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.2002544389392222, 'drogueInflatedVelocity': 17.07366847081341}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10120730188699399, 'apogeeAltitude': 800.0505214988395, 'apogeeX': 1.011371952010938, 'apogeeY': 1.0084910655043906, 'impactTime': 39.0322953560844, 'impactX': 248.8540606747333, 'impactY': -57.392116650065184, 'impactVelocity': -19.633384617168964, 'initialStaticMargin': 2.6131759459186625, 'outOfRailStaticMargin': 2.6131759459186625, 'finalStaticMargin': 2.613175945925443, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 36.72033765927591, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.909788607589119, 'drogueInflatedVelocity': 36.72033765927591}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10134734693205706, 'apogeeAltitude': 800.0506024680949, 'apogeeX': 1.012791650393069, 'apogeeY': 1.0099899201922713, 'impactTime': 43.22277970790577, 'impactX': 278.35222064069785, 'impactY': -78.55476545932069, 'impactVelocity': -19.682430466724753, 'initialStaticMargin': 3.364322784955222, 'outOfRailStaticMargin': 3.364322784955222, 'finalStaticMargin': 3.364322784961729, 'numberOfEvents': 1, 'executionTime': 0.125, 'maxVelocity': 21.4643720275195, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 0.9018496386677264, 'drogueInflatedVelocity': 15.65260104877682}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127434861118395, 'apogeeAltitude': 800.0505571932822, 'apogeeX': 1.0120414818866628, 'apogeeY': 1.0091567492628641, 'impactTime': 41.866518850290575, 'impactX': 264.1639931239372, 'impactY': -76.7240311755202, 'impactVelocity': -18.868006132252034, 'initialStaticMargin': 2.6776941441165567, 'outOfRailStaticMargin': 2.6776941441165567, 'finalStaticMargin': 2.6776941441238584, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 29.37021045854719, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.0458564304941245, 'drogueInflatedVelocity': 29.37021045854719}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10128612220366541, 'apogeeAltitude': 800.050570565508, 'apogeeX': 1.0121724428681718, 'apogeeY': 1.0093420929256762, 'impactTime': 46.97882484783662, 'impactX': 290.9984817958288, 'impactY': -107.07520679819292, 'impactVelocity': -17.288508922269617, 'initialStaticMargin': 3.1252786118828473, 'outOfRailStaticMargin': 3.1252786118828473, 'finalStaticMargin': 3.125278611889997, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 20.889891709552302, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.8394404189275548, 'drogueInflatedVelocity': 20.889891709552302}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129507598460363, 'apogeeAltitude': 800.050573815915, 'apogeeX': 1.0122366145809567, 'apogeeY': 1.0093020211457209, 'impactTime': 45.915182953132216, 'impactX': 282.51879764223867, 'impactY': -97.88097478957756, 'impactVelocity': -16.972882652273256, 'initialStaticMargin': 2.9773915907390296, 'outOfRailStaticMargin': 2.9773915907390296, 'finalStaticMargin': 2.9773915907459423, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 30.313159200839454, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.147680732271445, 'drogueInflatedVelocity': 30.313159200839454}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.1013670540774288, 'apogeeAltitude': 800.0506170273582, 'apogeeX': 1.012993274243492, 'apogeeY': 1.0102102747769073, 'impactTime': 48.46841801669421, 'impactX': 301.6893143791885, 'impactY': -112.26279081073123, 'impactVelocity': -17.24454058784608, 'initialStaticMargin': 3.67550072469534, 'outOfRailStaticMargin': 3.67550072469534, 'finalStaticMargin': 3.675500724703451, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 19.326549869529025, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 0.8673441210046935, 'drogueInflatedVelocity': 15.514427407795951}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.101278775525517, 'apogeeAltitude': 800.0505657166184, 'apogeeX': 1.012094558268644, 'apogeeY': 1.0092460484036454, 'impactTime': 50.62680390041785, 'impactX': 308.5120776524577, 'impactY': -127.2676767260051, 'impactVelocity': -16.003529713066456, 'initialStaticMargin': 3.0456541917164186, 'outOfRailStaticMargin': 3.0456541917164186, 'finalStaticMargin': 3.045654191723383, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 19.74942047341917, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.6613711188438305, 'drogueInflatedVelocity': 19.74942047341917}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.1012851659404104, 'apogeeAltitude': 800.0505638768936, 'apogeeX': 1.0121589742955077, 'apogeeY': 1.009312557267719, 'impactTime': 45.18362291698992, 'impactX': 279.4178548193912, 'impactY': -95.15227438849965, 'impactVelocity': -17.36685738971339, 'initialStaticMargin': 2.927985364947111, 'outOfRailStaticMargin': 2.927985364947111, 'finalStaticMargin': 2.9279853649546332, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 29.086901744980494, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.999803908965607, 'drogueInflatedVelocity': 29.086901744980494}
